,card_number,match_api_id,card_type,comment,elapsed,event_incident_typefk,card_id,n,player1,sortorder,stats,subtype,team,type,elapsed_plus,del,goal_type
59131,2,1778413,r,r,26,67,4504970,112,41707,0,,violence,9864,card,,,
59132,3,1778413,y,y,26,79,4504974,119,238841,1,,verbal_abuse,9864,card,,,
59133,4,1778413,y,y,35,505,4505120,146,154232,0,,Unsportsmanlike Cond,8302,card,,,
59134,5,1778413,y,y,35,505,4505123,151,18520,1,,Unsportsmanlike Cond,9864,card,,,
59135,6,1778413,y,y,89,79,4508875,409,39198,5,,verbal_abuse,9864,card,,,
59136,1,1778064,y,y,39,70,3750287,262,185123,2,,,8558,card,,,
59137,2,1778064,y,y,60,70,3750394,279,28439,2,,,9864,card,,,
59138,3,1778064,y,y,70,70,3750438,292,112758,1,,,9864,card,,,
59139,4,1778064,y,y,75,70,3750460,299,282472,3,,,9864,card,,,
59140,5,1778064,y,y,89,79,3750511,318,37450,0,,verbal_abuse,9864,card,,,
59141,6,1778064,y,y,90,70,3750518,320,58294,6,,,8558,card,1,,
59142,7,1778064,y,y,90,79,3750526,325,102879,11,,verbal_abuse,8558,card,3,,
59143,8,1778064,y,y,88,79,3751300,326,25563,1,,verbal_abuse,9864,card,,,
59144,1,1778065,y,y,18,129,3761526,223,265275,1,,hands,8305,card,,,
59145,2,1778065,y,y,38,70,3761633,250,193869,3,,,10267,card,,,
59146,3,1778065,y,y,43,70,3761649,255,37449,3,,,8305,card,,,
59147,4,1778065,y,y,45,70,3761655,258,323438,1,,,8305,card,,,
59148,5,1778065,y,y,58,70,3761767,273,33634,3,,,8305,card,,,
59149,6,1778065,y,y,65,70,3761810,279,75307,1,,,10267,card,,,
59150,7,1778065,y2,y2,73,26,3761854,294,193869,1,,,10267,card,,,
59151,8,1778065,y,y,79,70,3761891,299,38573,1,,,8305,card,,,
59152,9,1778065,y,y,81,70,3761900,302,115798,2,,,8305,card,,,
59153,1,1778066,y,y,14,70,3756945,178,213812,2,,,7869,card,,,
59154,2,1778066,y,y,20,70,3757021,188,143795,6,,,7869,card,,,
59155,3,1778066,y,y,21,70,3757055,190,151063,2,,,8302,card,,,
59156,4,1778066,y,y,31,505,3757165,198,178574,2,,Unsportsmanlike Cond,7869,card,,,
59157,5,1778066,y,y,47,70,3757502,219,20645,1,,,7869,card,,,
59158,6,1778066,y,y,75,70,3757804,241,189192,1,,,8302,card,,,
59159,7,1778066,y,y,84,70,3757884,245,474680,1,,,7869,card,,,
59160,8,1778066,y,y,87,70,3757909,248,280638,1,,,7869,card,,,
59161,1,1778067,y,y,23,70,3751794,295,280483,3,,,9865,card,,,
59162,2,1778067,y,y,54,70,3752018,338,150296,2,,,9865,card,,,
59163,3,1778067,y,y,57,70,3752034,342,102622,1,,,8560,card,,,
59164,4,1778067,y,y,58,79,3752037,350,11555,0,,verbal_abuse,9865,card,,,
59165,5,1778067,y,y,58,79,3752038,354,280485,1,,verbal_abuse,9865,card,,,
59166,6,1778067,y,y,65,70,3752083,357,38469,1,,,9865,card,,,
59167,7,1778067,y,y,73,70,3752118,386,434325,1,,,9865,card,,,
59168,8,1778067,y2,y2,79,26,3752152,412,150296,1,,,9865,card,,,
59169,9,1778067,y,y,88,70,3752206,394,260659,2,,,9865,card,,,
59170,1,1778068,y,y,35,70,3749135,327,18673,4,,,9910,card,,,
59171,2,1778068,y,y,45,79,3749313,340,49836,3,,verbal_abuse,9910,card,1,,
59172,3,1778068,y,y,53,70,3749461,361,19327,2,,,9906,card,,,
59173,4,1778068,y,y,85,70,3749944,384,358148,1,,,9910,card,,,
59174,1,1778069,y,y,50,70,3745969,255,30962,5,,,8633,card,,,
59175,2,1778069,y,y,64,70,3746439,270,121872,1,,,9783,card,,,
59176,1,1778070,y,y,32,78,3742172,262,449484,0,,kicked_ball_away,8372,card,,,
59177,2,1778070,y,y,71,70,3742512,304,108572,2,,,10268,card,,,
59178,3,1778070,y,y,90,70,3742567,329,195335,1,,,10268,card,1,,
59179,1,1778071,y,y,32,70,3755225,273,251256,0,,,10205,card,,,
59180,2,1778071,y,y,70,70,3756163,323,41168,1,,,8370,card,,,
59181,3,1778071,y,y,74,70,3756233,331,79737,0,,,10205,card,,,
59182,4,1778071,y,y,77,70,3756284,335,47547,0,,,8370,card,,,
59183,1,1778072,y,y,38,70,3747575,226,33025,1,,,8315,card,,,
59184,2,1778072,y,y,49,70,3747883,230,213809,0,,,7878,card,,,
59185,3,1778072,y,y,56,70,3747988,244,213711,1,,,7878,card,,,
59186,4,1778072,y,y,62,70,3748071,257,261609,5,,,7878,card,,,
59187,5,1778072,y,y,86,70,3748318,284,33028,1,,,8315,card,,,
59188,6,1778072,y,y,88,70,3748348,286,183158,1,,,7878,card,,,
59189,1,1778073,y,y,37,70,3758422,212,38818,0,,,8634,card,,,
59190,2,1778073,y,y,39,70,3758437,215,477472,1,,,8581,card,,,
59191,3,1778073,r,r,42,507,3758449,214,42312,0,,Unsportsmanlike Cond,8581,card,,,
59192,4,1778073,y,y,43,70,3758463,219,154257,2,,,8634,card,,,
59193,1,1778074,y,y,62,70,3774622,249,52004,1,,,8558,card,,,
59194,2,1778074,y,y,75,70,3774714,259,201916,1,,,8305,card,,,
59195,3,1778074,y,y,82,70,3774778,270,166111,1,,,8305,card,,,
59196,1,1778075,y,y,31,70,3775110,207,37434,2,,,7869,card,,,
59197,2,1778075,y,y,37,70,3775153,220,74747,1,,,10267,card,,,
59198,3,1778075,y,y,60,70,3775266,247,38148,3,,,7869,card,,,
59199,4,1778075,y,y,90,70,3775328,281,202610,1,,,7869,card,,,
59200,1,1778076,y,y,9,70,3772256,215,33960,1,,,8560,card,,,
59201,2,1778076,y,y,47,505,3773148,258,242783,1,,Unsportsmanlike Cond,8302,card,,,
59202,3,1778076,y,y,49,70,3773156,263,26336,0,,,8302,card,,,
59203,4,1778076,y,y,53,70,3773186,286,150869,1,,,8302,card,,,
59204,5,1778076,y,y,55,163,3773205,252,166648,1,,diving,8302,card,,,
59205,6,1778076,y,y,65,643,3773319,301,41156,5,,advantage,8560,card,,,
59206,7,1778076,y,y,77,70,3773361,299,41092,1,,,8302,card,,,
59207,8,1778076,y,y,78,79,3773372,266,97498,2,,verbal_abuse,8302,card,,,
59208,1,1778077,y,y,8,70,3768733,246,39792,3,,,9906,card,,,
59209,2,1778077,y,y,34,70,3769451,303,37631,1,,,9906,card,,,
59210,3,1778077,y,y,36,70,3769543,297,40139,14,,,9906,card,,,
59211,4,1778077,y,y,65,70,3770967,286,113311,3,,,9865,card,,,
59212,5,1778077,y,y,74,25,3771299,343,19327,3,,stall_time,9906,card,,,
59213,6,1778077,y,y,78,70,3771430,325,56678,2,,,9906,card,,,
59214,7,1778077,y,y,85,70,3771579,288,33871,1,,,9906,card,,,
59215,8,1778077,y,y,89,70,3771668,331,280483,1,,,9865,card,,,
59216,9,1778077,y,y,89,79,3771675,313,11555,2,,verbal_abuse,9865,card,,,
59217,1,1778078,y,y,42,70,3766343,266,172948,1,,,9910,card,,,
59218,2,1778078,y,y,69,70,3766507,325,115519,1,,,9783,card,,,
59219,3,1778078,y,y,73,508,3766527,295,96509,0,,Removing Shirt,9910,card,,,
59220,4,1778078,y,y,76,70,3766536,296,111190,1,,,9783,card,,,
59221,5,1778078,y,y,79,505,3766549,297,121872,1,,Unsportsmanlike Cond,9783,card,,,
59222,6,1778078,y,y,79,505,3766550,301,49836,2,,Unsportsmanlike Cond,9910,card,,,
59223,1,1778079,y,y,4,70,3764364,220,282674,2,,,8633,card,,,
59224,2,1778079,y,y,17,70,3764563,241,28467,2,,,8633,card,,,
59225,3,1778079,y,y,58,70,3765326,297,74757,4,,,10268,card,,,
59226,1,1778080,y,y,8,129,3768692,218,193978,1,,hands,10205,card,,,
59227,2,1778080,y,y,29,505,3769266,244,280528,0,,Unsportsmanlike Cond,8372,card,,,
59228,3,1778080,y,y,29,505,3769284,243,177503,1,,Unsportsmanlike Cond,10205,card,,,
59229,4,1778080,y,y,35,73,3769447,250,213695,1,,serious_fouls,8372,card,,,
59230,5,1778080,y,y,50,643,3770417,266,359197,3,,advantage,10205,card,,,
59231,6,1778080,y,y,70,73,3771092,286,150735,1,,serious_fouls,8372,card,,,
59232,7,1778080,y,y,83,325,3771528,298,262592,2,,pushing,10205,card,,,
59233,8,1778080,y,y,90,325,3771720,308,477471,8,,pushing,8372,card,1,,
59234,1,1778081,y,y,18,70,3768952,208,359194,1,,,8370,card,,,
59235,2,1778081,y,y,79,70,3771434,268,33024,1,,,8315,card,,,
59236,3,1778081,y,y,82,505,3771514,270,75004,1,,Unsportsmanlike Cond,8370,card,,,
59237,4,1778081,y,y,84,203,3771553,273,181297,2,,emergency_brake,8315,card,,,
59238,1,1778082,y,y,10,70,3772271,205,46836,2,,,8581,card,,,
59239,2,1778082,y,y,29,70,3772787,220,513086,2,,,8581,card,,,
59240,3,1778082,y,y,62,203,3773256,263,282713,1,,emergency_brake,7878,card,,,
59241,4,1778082,y,y,63,70,3773260,261,30276,1,,,8581,card,,,
59242,5,1778082,y,y,69,70,3773308,269,127894,1,,,8581,card,,,
59243,6,1778082,y,y,80,70,3773376,279,384413,1,,,8581,card,,,
59244,7,1778082,y,y,83,70,3773401,283,534484,1,,,7878,card,,,
59245,8,1778082,y,y,87,25,3773427,286,174030,0,,stall_time,8581,card,,,
59246,1,1778083,y,y,70,73,3773305,265,172116,1,,serious_fouls,8634,card,,,
59247,2,1778083,y,y,73,73,3773325,268,104382,1,,serious_fouls,9864,card,,,
59248,3,1778083,y,y,83,505,3773393,279,37482,0,,Unsportsmanlike Cond,8634,card,,,
59249,4,1778083,y,y,83,505,3773395,281,41707,1,,Unsportsmanlike Cond,9864,card,,,
59250,1,1778084,y,y,29,70,3787575,215,112758,1,,,9864,card,,,
59251,2,1778084,y,y,64,70,3787798,264,282472,1,,,9864,card,,,
59252,3,1778084,y,y,87,70,3787886,269,41707,2,,,9864,card,,,
59253,4,1778084,y,y,90,70,3787901,266,104382,2,,,9864,card,,,
59254,5,1778084,y2,y2,90,26,3787917,265,41707,11,,,9864,card,3,,
59255,1,1778085,y,y,13,70,3792258,228,161651,1,,,8558,card,,,
59256,2,1778085,y,y,25,70,3792336,231,38148,1,,,7869,card,,,
59257,3,1778085,y,y,37,70,3792409,241,190452,1,,,8558,card,,,
59258,4,1778085,y,y,55,70,3792560,270,179404,1,,,7869,card,,,
59259,5,1778085,y,y,68,70,3792642,287,257855,2,,,8558,card,,,
59260,6,1778085,y,y,81,70,3792742,293,359193,1,,,8558,card,,,
59261,7,1778085,y,y,86,70,3792768,310,127370,1,,,8558,card,,,
59262,8,1778085,y,y,89,70,3792784,300,107930,2,,,8558,card,,,
59263,1,1778086,y,y,27,505,3791417,248,75342,1,,Unsportsmanlike Cond,8560,card,,,
59264,2,1778086,y,y,27,70,3791421,246,174321,2,,,10267,card,,,
59265,3,1778086,y,y,35,505,3791528,241,361770,0,,Unsportsmanlike Cond,10267,card,,,
59266,4,1778086,y,y,34,505,3791559,256,47565,1,,Unsportsmanlike Cond,8560,card,,,
59267,5,1778086,y,y,65,70,3791817,286,74747,1,,,10267,card,,,
59268,6,1778086,y,y,71,70,3791874,298,93480,3,,,10267,card,,,
59269,7,1778086,y,y,76,70,3791918,307,391058,3,,,10267,card,,,
59270,8,1778086,y,y,79,70,3791951,326,102622,3,,,8560,card,,,
59271,1,1778087,y,y,18,70,3784860,225,150869,1,,,8302,card,,,
59272,2,1778087,y,y,20,70,3784907,222,38385,1,,,8302,card,,,
59273,3,1778087,y,y,27,505,3785023,232,75447,4,,Unsportsmanlike Cond,9906,card,,,
59274,4,1778087,y,y,60,70,3785615,266,184533,3,,,9906,card,,,
59275,5,1778087,y,y,60,505,3785671,272,56678,4,,Unsportsmanlike Cond,9906,card,,,
59276,6,1778087,y,y,89,505,3785971,306,33871,0,,Unsportsmanlike Cond,9906,card,,,
59277,7,1778087,y,y,89,505,3786012,307,108568,0,,Unsportsmanlike Cond,8302,card,,,
59278,1,1778088,y,y,3,70,3789914,230,111190,0,,,9783,card,,,
59279,2,1778088,y,y,32,70,3790247,268,280485,2,,,9865,card,,,
59280,3,1778088,y,y,41,70,3790341,274,260659,2,,,9865,card,,,
59281,4,1778088,y,y,63,70,3790680,302,150296,1,,,9865,card,,,
59282,5,1778088,y,y,87,25,3790982,329,37656,0,,stall_time,9865,card,,,
59283,6,1778088,y,y,90,70,3791025,334,37451,1,,,9783,card,,,
59284,1,1778089,y,y,18,70,3777367,258,128732,0,,,10268,card,,,
59285,2,1778089,y,y,52,70,3777582,293,425985,1,,,9910,card,,,
59286,3,1778089,y,y,59,70,3777618,302,302912,1,,,10268,card,,,
59287,4,1778089,y,y,61,70,3777626,314,108572,4,,,10268,card,,,
59288,5,1778089,y,y,64,70,3777640,311,358148,4,,,9910,card,,,
59289,6,1778089,y,y,87,70,3777711,335,40501,4,,,10268,card,,,
59290,1,1778090,y,y,38,70,3781065,285,30962,1,,,8633,card,,,
59291,1,1778091,y,y,4,70,3786114,264,33028,4,,,8315,card,,,
59292,2,1778091,y,y,21,70,3786238,286,170341,1,,,8372,card,,,
59293,3,1778091,y,y,25,79,3786279,289,449494,2,,verbal_abuse,8372,card,,,
59294,4,1778091,y,y,38,79,3786379,308,75616,1,,verbal_abuse,8372,card,,,
59295,5,1778091,y,y,42,70,3786402,310,33025,1,,,8315,card,,,
59296,6,1778091,y,y,53,70,3786517,331,449492,2,,,8372,card,,,
59297,7,1778091,y,y,54,70,3786525,330,173965,2,,,8372,card,,,
59298,8,1778091,y,y,56,70,3786539,332,154938,2,,,8315,card,,,
59299,9,1778091,y,y,79,70,3786679,356,43375,2,,,8315,card,,,
59300,10,1778091,y,y,90,505,3786758,367,41292,13,,Unsportsmanlike Cond,8372,card,2,,
59301,11,1778091,y,y,90,505,3786761,369,179772,12,,Unsportsmanlike Cond,8315,card,2,,
59302,1,1778092,y,y,10,70,3786161,237,30276,1,,,8581,card,,,
59303,2,1778092,y,y,28,70,3786307,256,127894,1,,,8581,card,,,
59304,3,1778092,y,y,37,70,3786375,265,105351,1,,,8581,card,,,
59305,4,1778092,y,y,48,70,3786485,281,186121,1,,,8370,card,,,
59306,5,1778092,y,y,57,70,3786543,291,163205,1,,,8370,card,,,
59307,6,1778092,y,y,87,70,3786721,321,46836,1,,,8581,card,,,
59308,7,1778092,y,y,87,25,3786725,322,34104,2,,stall_time,8370,card,,,
59309,1,1778093,y,y,34,70,3783581,240,282713,1,,,7878,card,,,
59310,2,1778093,y,y,81,70,3784293,274,33988,1,,,8634,card,,,
59311,3,1778093,y,y,84,70,3784329,277,261609,1,,,7878,card,,,
59312,4,1778093,y,y,89,70,3785385,286,369859,1,,,7878,card,,,
59313,1,1778094,y,y,30,70,3804274,297,179404,1,,,7869,card,,,
59314,2,1778094,y,y,57,70,3804548,327,244136,2,,,7869,card,,,
59315,3,1778094,y,y,87,70,3804679,361,240054,1,,,8305,card,,,
59316,1,1778095,y,y,29,70,3820431,337,161651,0,,,8558,card,,,
59317,2,1778095,y,y,33,70,3820488,345,185123,1,,,8558,card,,,
59318,3,1778095,y,y,47,70,3820724,365,190452,1,,,8558,card,,,
59319,4,1778095,y,y,52,70,3820770,372,478390,0,,,8560,card,,,
59320,5,1778095,y,y,57,70,3820810,382,33960,0,,,8560,card,,,
59321,6,1778095,y,y,66,70,3820878,392,107930,0,,,8558,card,,,
59322,7,1778095,y,y,69,70,3820915,396,257855,2,,,8558,card,,,
59323,8,1778095,y,y,86,70,3821036,419,70891,3,,,8558,card,,,
59324,1,1778096,y,y,45,505,3808141,338,361770,0,,Unsportsmanlike Cond,10267,card,,,
59325,2,1778096,y,y,58,70,3808780,372,75307,4,,,10267,card,,,
59326,3,1778096,y,y,69,70,3809070,348,41269,1,,,9906,card,,,
59327,4,1778096,y,y,74,70,3809199,369,74747,1,,,10267,card,,,
59328,5,1778096,y2,y2,90,26,3809661,396,41269,11,,,9906,card,2,,
59329,6,1778096,y,y,90,70,3809704,392,391058,16,,,10267,card,5,,
59330,1,1778097,y,y,9,70,3814839,328,26336,11,,,8302,card,,,
59331,2,1778097,y,y,30,70,3814917,338,151063,1,,,8302,card,,,
59332,3,1778097,y,y,68,70,3815340,369,32678,3,,,9783,card,,,
59333,4,1778097,y,y,78,70,3815431,402,92375,1,,,9783,card,,,
59334,1,1778098,y,y,21,70,3813048,369,213816,3,,,10268,card,,,
59335,2,1778098,y,y,35,70,3813184,390,74757,3,,,10268,card,,,
59336,3,1778098,y,y,43,70,3813242,450,128732,2,,,10268,card,,,
59337,4,1778098,y,y,45,70,3813272,387,40668,12,,,10268,card,2,,
59338,5,1778098,y,y,47,70,3813316,428,260659,1,,,9865,card,,,
59339,6,1778098,y2,y2,67,202,3813439,438,128732,3,,hands,10268,card,,,
59340,7,1778098,y,y,67,505,3813444,408,369800,4,,Unsportsmanlike Cond,10268,card,,,
59341,8,1778098,y,y,90,163,3813599,478,477493,6,,diving,9865,card,2,,
59342,1,1778099,y,y,27,70,3818765,366,172948,1,,,9910,card,,,
59343,2,1778099,y,y,35,70,3818867,380,571685,2,,,10205,card,,,
59344,3,1778099,y,y,50,70,3819197,403,177503,1,,,10205,card,,,
59345,4,1778099,y,y,57,70,3819318,416,262592,2,,,10205,card,,,
59346,5,1778099,y,y,70,70,3819539,421,39215,1,,,9910,card,,,
59347,6,1778099,y,y,83,70,3819782,420,49836,2,,,9910,card,,,
59348,7,1778099,y2,y2,86,177,3819841,441,172948,0,,serious_fouls,9910,card,,,
59349,8,1778099,y,y,89,79,3819906,447,292454,1,,verbal_abuse,9910,card,,,
59350,9,1778099,y,y,90,70,3819934,417,37480,1,,,10205,card,,,
59351,1,1778100,y,y,25,70,3821445,325,181297,1,,,8315,card,,,
59352,2,1778100,y,y,28,70,3821483,321,30962,2,,,8633,card,,,
59353,3,1778100,y,y,34,70,3821547,346,154938,3,,,8315,card,,,
59354,1,1778101,y,y,47,70,3812032,348,25462,1,,,8581,card,,,
59355,2,1778101,y,y,52,70,3812095,355,170341,1,,,8372,card,,,
59356,3,1778101,y,y,63,643,3812290,366,150735,1,,advantage,8372,card,,,
59357,4,1778101,y,y,79,79,3812540,380,75616,3,,verbal_abuse,8372,card,,,
59358,1,1778102,y,y,10,129,3809922,288,39854,0,,hands,8634,card,,,
59359,2,1778102,y,y,18,73,3810046,300,191784,2,,serious_fouls,8370,card,,,
59360,3,1778102,y,y,33,78,3810249,318,75004,1,,kicked_ball_away,8370,card,,,
59361,4,1778102,y,y,38,203,3810330,323,183321,0,,emergency_brake,8370,card,,,
59362,5,1778102,y2,y2,60,326,3810802,348,183321,1,,pushing,8370,card,,,
59363,6,1778102,y,y,64,73,3810830,353,172324,1,,serious_fouls,8370,card,,,
59364,7,1778102,y,y,72,77,3810891,362,37482,3,,shirt_pull,8634,card,,,
59365,8,1778102,y2,y2,90,177,3811106,390,172324,9,,serious_fouls,8370,card,1,,
59366,1,1778103,y,y,15,163,3812982,298,46120,2,,diving,9864,card,,,
59367,2,1778103,y,y,19,505,3813016,303,43372,1,,Unsportsmanlike Cond,7878,card,,,
59368,3,1778103,y,y,21,70,3813039,310,49866,3,,,7878,card,,,
59369,4,1778103,y,y,25,70,3813082,317,261609,5,,,7878,card,,,
59370,5,1778103,r,r,72,270,3813453,368,18520,2,,,9864,card,,,
59371,6,1778103,,y,79,505,3813528,273,,5,,Unsportsmanlike Cond,,card,,1,
59372,7,1778103,y,y,90,70,3813586,383,161291,7,,,7878,card,1,,
59373,1,1778104,y,y,30,70,3848582,376,246422,4,,,7869,card,,,
59374,2,1778104,y,y,41,70,3848619,389,562062,2,,,9864,card,,,
59375,3,1778104,y,y,60,70,3848684,410,213714,1,,,7869,card,,,
59376,4,1778104,y,y,73,70,3848724,430,238841,1,,,9864,card,,,
59377,5,1778104,y,y,90,70,3848765,454,28439,2,,,9864,card,1,,
59378,1,1778105,y,y,13,70,3856333,37,485141,1,,,8560,card,,,
59379,2,1778105,y,y,42,325,3856523,133,323438,1,,pushing,8305,card,,,
59380,3,1778105,y,y,45,70,3856590,161,32999,11,,,8305,card,1,,
59381,4,1778105,y,y,78,70,3856781,259,33634,1,,,8305,card,,,
59382,5,1778105,y,y,90,70,3856885,301,166111,2,,,8305,card,1,,
59383,1,1778107,y,y,35,70,3852694,359,319975,1,,,10267,card,,,
59384,2,1778107,y,y,52,70,3852997,372,183365,2,,,9783,card,,,
59385,3,1778107,y,y,71,70,3853284,398,93480,1,,,10267,card,,,
59386,4,1778107,y,y,76,70,3853334,405,103905,2,,,9783,card,,,
59387,5,1778107,y,y,86,70,3853506,412,41268,2,,,9783,card,,,
59388,6,1778107,y,y,90,70,3853569,417,75307,2,,,10267,card,,,
59389,7,1778107,y,y,90,70,3860121,425,359190,9,,,9783,card,3,,
59390,8,1778107,y,y,77,79,3860122,427,241825,1,,verbal_abuse,10267,card,,,
59391,1,1778108,y,y,21,70,3853928,355,151063,2,,,8302,card,,,
59392,2,1778108,y,y,30,70,3854024,362,26336,2,,,8302,card,,,
59393,3,1778108,y,y,39,70,3854106,377,213816,2,,,10268,card,,,
59394,4,1778108,y,y,55,70,3854281,394,183327,3,,,10268,card,,,
59395,5,1778108,y,y,60,79,3854310,397,195335,0,,verbal_abuse,10268,card,,,
59396,6,1778108,y,y,67,73,3854358,403,40668,1,,serious_fouls,10268,card,,,
59397,7,1778108,y,y,77,70,3854421,417,302912,1,,,10268,card,,,
59398,1,1778109,y,y,26,70,3854797,347,160844,3,,,10205,card,,,
59399,2,1778109,y,y,30,70,3854822,352,362855,1,,,9865,card,,,
59400,3,1778109,y,y,39,70,3854865,362,268282,2,,,10205,card,,,
59401,4,1778109,y,y,56,70,3854988,384,177503,2,,,10205,card,,,
59402,5,1778109,y,y,74,70,3855106,402,183185,1,,,10205,card,,,
59403,6,1778109,y,y,75,70,3855130,404,359197,3,,,10205,card,,,
59404,7,1778109,y,y,80,70,3855148,408,38469,2,,,9865,card,,,
59405,1,1778110,y,y,57,505,3846571,305,179772,0,,Unsportsmanlike Cond,8315,card,,,
59406,2,1778110,y,y,62,70,3846628,306,33025,2,,,8315,card,,,
59407,3,1778110,y,y,66,70,3846667,309,213694,0,,,9910,card,,,
59408,4,1778110,y,y,78,70,3846753,327,213653,1,,,9910,card,,,
59409,5,1778110,y,y,88,73,3846850,330,150323,2,,serious_fouls,8315,card,,,
59410,6,1778110,y,y,7,79,3848642,336,49836,0,,verbal_abuse,9910,card,,,
59411,1,1778111,y,y,12,70,3843140,327,37484,2,,,8581,card,,,
59412,2,1778111,y,y,24,70,3843378,302,513086,2,,,8581,card,,,
59413,3,1778111,y,y,28,70,3843442,317,37461,1,,,8581,card,,,
59414,4,1778111,y,y,45,505,3843874,328,37597,4,,Unsportsmanlike Cond,8581,card,,,
59415,1,1778112,y,y,40,70,3847556,292,19533,1,,,8634,card,,,
59416,2,1778112,y,y,45,70,3847644,317,150735,4,,,8372,card,1,,
59417,3,1778112,y,y,53,70,3847818,311,183498,1,,,8372,card,,,
59418,4,1778112,y,y,83,70,3848224,334,30955,1,,,8634,card,,,
59419,1,1778113,y,y,38,73,3841129,319,150731,1,,serious_fouls,8370,card,,,
59420,2,1778113,y,y,39,505,3841143,307,150644,3,,Unsportsmanlike Cond,8370,card,,,
59421,3,1778113,y,y,45,73,3841161,299,506372,3,,serious_fouls,7878,card,2,,
59422,4,1778113,y,y,53,70,3841249,341,191784,2,,,8370,card,,,
59423,5,1778113,y,y,69,163,3841301,304,213809,1,,diving,7878,card,,,
59424,6,1778113,y,y,73,70,3841311,314,43372,0,,,7878,card,,,
59425,7,1778113,y,y,81,73,3841319,346,282713,1,,serious_fouls,7878,card,,,
59426,8,1778113,y,y,86,70,3841333,348,47547,2,,,8370,card,,,
59427,9,1778113,y,y,90,73,3841343,357,186121,0,,serious_fouls,8370,card,,,
59428,1,1778114,y,y,56,70,3873535,382,75342,1,,,8560,card,,,
59429,2,1778114,y,y,80,77,3873668,314,522576,1,,shirt_pull,7869,card,,,
59430,3,1778114,y,y,83,25,3873683,306,41156,0,,stall_time,8560,card,,,
59431,4,1778114,y,y,83,70,3873688,313,301809,4,,,7869,card,,,
59432,5,1778114,y,y,85,70,3873698,326,425595,2,,,7869,card,,,
59433,1,1778115,y,y,52,505,3880784,328,75447,1,,Unsportsmanlike Cond,9906,card,,,
59434,2,1778115,r,r,57,67,3880813,329,37479,1,,violence,8305,card,,,
59435,3,1778115,y,y,58,176,3880815,211,19327,1,,violence,9906,card,,,
59436,4,1778115,y,y,68,77,3880879,331,38573,3,,shirt_pull,8305,card,,,
59437,5,1778115,y,y,71,73,3880893,251,394825,1,,serious_fouls,8305,card,,,
59438,6,1778115,y,y,83,73,3880975,285,40139,4,,serious_fouls,9906,card,,,
59439,7,1778115,y,y,90,79,3881007,313,240054,1,,verbal_abuse,8305,card,,,
59440,1,1778116,y,y,37,70,3877869,106,115519,1,,,9783,card,,,
59441,2,1778116,y,y,52,505,3878245,163,107930,1,,Unsportsmanlike Cond,8558,card,,,
59442,3,1778116,y,y,53,505,3878273,165,33588,0,,Unsportsmanlike Cond,9783,card,,,
59443,4,1778116,y,y,69,643,3878659,218,40958,1,,advantage,9783,card,,,
59444,5,1778116,y,y,80,203,3878912,261,410656,3,,emergency_brake,9783,card,,,
59445,6,1778116,,y,83,70,3878980,302,,1,,,,card,,1,
59446,7,1778116,y,y,79,70,3879029,277,257855,1,,,8558,card,,,
59447,1,1778117,y,y,35,643,3872248,100,302912,0,,advantage,10268,card,,,
59448,2,1778117,y,y,70,70,3872784,201,40668,1,,,10268,card,,,
59449,1,1778118,y,y,9,77,3879458,25,40940,2,,shirt_pull,8302,card,,,
59450,2,1778118,y,y,21,73,3879654,67,359197,3,,serious_fouls,10205,card,,,
59451,3,1778118,y,y,27,73,3879735,82,262592,1,,serious_fouls,10205,card,,,
59452,4,1778118,y,y,64,163,3880214,213,41092,2,,diving,8302,card,,,
59453,5,1778118,y,y,67,70,3880228,224,183185,1,,,10205,card,,,
59454,6,1778118,y,y,73,73,3880259,243,26336,1,,serious_fouls,8302,card,,,
59455,7,1778118,y,y,86,505,3880352,302,41157,2,,Unsportsmanlike Cond,10205,card,,,
59456,1,1778119,y,y,13,70,3867943,32,434325,0,,,9865,card,,,
59457,2,1778119,y,y,54,70,3869164,150,33025,2,,,8315,card,,,
59458,3,1778119,y,y,72,70,3869590,204,38469,1,,,9865,card,,,
59459,1,1778120,y,y,59,70,3865189,173,150632,1,,,8581,card,,,
59460,2,1778120,y,y,67,70,3865247,192,105351,1,,,8581,card,,,
59461,3,1778120,y,y,73,70,3865264,218,37597,1,,,8581,card,,,
59462,1,1778121,y,y,9,70,3870201,35,30981,2,,,8634,card,,,
59463,2,1778121,y,y,14,70,3870292,56,19533,1,,,8634,card,,,
59464,3,1778121,y,y,34,70,3870632,128,37482,2,,,8634,card,,,
59465,4,1778121,y,y,38,70,3870708,137,30955,1,,,8634,card,,,
59466,5,1778121,y,y,74,70,3871351,265,282674,1,,,8633,card,,,
59467,6,1778121,y,y,90,505,3871587,327,30893,8,,Unsportsmanlike Cond,8633,card,4,,
59468,1,1778122,y,y,14,70,3873258,64,173965,1,,,8372,card,,,
59469,2,1778122,y,y,19,70,3873284,352,170341,0,,,8372,card,,,
59470,3,1778122,y,y,23,70,3873320,103,261609,1,,,7878,card,,,
59471,4,1778122,y,y,26,70,3873347,116,291425,1,,,7878,card,,,
59472,5,1778122,y,y,49,70,3873495,202,301456,1,,,7878,card,,,
59473,6,1778122,y,y,57,70,3873544,354,213695,3,,,8372,card,,,
59474,7,1778122,y,y,79,70,3873669,355,282713,1,,,7878,card,,,
